iter	Logloss
0	0.6028436807
1	0.5195766118
2	0.4539339033
3	0.3951434082
4	0.3508128151
5	0.3060076188
6	0.2762511853
7	0.249255325
8	0.2297097192
9	0.210652899
10	0.1942307029
11	0.1793439167
12	0.1680354976
13	0.1573035724
14	0.1492419938
15	0.1419730524
16	0.1351387198
17	0.128821483
18	0.1237256052
19	0.1194534428
20	0.1160707812
21	0.112626826
22	0.1077506946
23	0.1043868136
24	0.1023113196
25	0.100297379
26	0.09842952743
27	0.09671512132
28	0.09494348629
29	0.09368841019
30	0.09095426285
31	0.08891432396
32	0.08724206358
33	0.08587097043
34	0.08445956472
35	0.08284900652
36	0.08196568341
37	0.08047611417
38	0.07941649259
39	0.07698146062
40	0.07621168137
41	0.07467165626
42	0.07287557943
43	0.07126082742
44	0.07052653105
45	0.06985823108
46	0.0692063183
47	0.0683752477
48	0.06748373738
49	0.06697542251
50	0.06635215149
51	0.06517617694
52	0.06414292065
53	0.06367872498
54	0.06319814905
55	0.06276978838
56	0.06219268521
57	0.06158077233
58	0.06119129318
59	0.06067396472
60	0.05989132978
61	0.05956706019
62	0.05904077005
63	0.05868871298
64	0.05827994833
65	0.05796391375
66	0.05732519958
67	0.05642458829
68	0.05535967938
69	0.05519928735
70	0.05483088021
71	0.05432087188
72	0.05389359641
73	0.05366264298
74	0.05293771669
75	0.05239247044
76	0.05186018483
77	0.05076355844
78	0.05047483334
79	0.05016746024
80	0.04979737828
81	0.04944593173
82	0.04881909697
83	0.04821570807
84	0.04774276852
85	0.04747462359
86	0.04706698906
87	0.04651369164
88	0.04631767156
89	0.04614062858
90	0.0457167704
91	0.04547227418
92	0.04533398597
93	0.04501879909
94	0.04470984324
95	0.04452271727
96	0.04437360503
97	0.04408732633
98	0.04361202227
99	0.04332192687
100	0.04309891266
101	0.04283169901
102	0.04248583879
103	0.04238766239
104	0.04215797766
105	0.0418883502
106	0.04174570497
107	0.04159597657
108	0.04142957857
109	0.0409752349
110	0.04083513465
111	0.04038055948
112	0.04025914567
113	0.04010822123
114	0.0399788347
115	0.03984613654
116	0.03963029158
117	0.03936877914
118	0.03920694744
119	0.03892123056
120	0.0387528103
121	0.03866184198
122	0.03840034544
123	0.03815147236
124	0.03792088339
125	0.03781353319
126	0.03756396592
127	0.0373778902
128	0.03720444809
129	0.03691884804
130	0.03668458756
131	0.03650109627
132	0.0363284352
133	0.0362496073
134	0.03597845855
135	0.03579371668
136	0.03570044803
137	0.03541886667
138	0.03531576931
139	0.03515739717
140	0.03472206966
141	0.03464348172
142	0.0345336466
143	0.03434965095
144	0.03422215083
145	0.03401996097
146	0.03369616534
147	0.0334224416
148	0.03314865231
149	0.03306013577
150	0.03296508386
151	0.03289443067
152	0.03281327598
153	0.03255652428
154	0.03239321086
155	0.03219266674
156	0.03193330273
157	0.03173395539
158	0.03161922967
159	0.03147941937
160	0.03130521555
161	0.03123270216
162	0.03106039405
163	0.03098720301
164	0.03078779987
165	0.03067113334
166	0.03061103417
167	0.0304422145
168	0.03029351039
169	0.02999076703
170	0.02993373614
171	0.02982019514
172	0.02967341436
173	0.02953554611
174	0.02947854831
175	0.02934088805
176	0.02921337349
177	0.02906691329
178	0.02871742857
179	0.02854297995
180	0.02838092149
181	0.02828235894
182	0.02814895271
183	0.02806897413
184	0.0279988459
185	0.02794701176
186	0.0278919201
187	0.02769216176
188	0.0275363448
189	0.02742115724
190	0.02730730662
191	0.02727622082
192	0.02704413906
193	0.02692092828
194	0.02661246877
195	0.02656954813
196	0.02633149963
197	0.02617148917
198	0.02607521204
199	0.02596961464
200	0.0259069807
201	0.02574645714
202	0.02558878375
203	0.02547178714
204	0.025414245
205	0.02537113043
206	0.0252800701
207	0.02522476031
208	0.025120632
209	0.02507968529
210	0.02505401125
211	0.02495753345
212	0.02490613214
213	0.02484031009
214	0.02468591574
215	0.02463267181
216	0.02450173306
217	0.0244092252
218	0.02432507631
219	0.0242434773
220	0.024130729
221	0.02408521646
222	0.02400572538
223	0.02384386863
224	0.02381102569
225	0.02370417066
226	0.02361750784
227	0.02358252887
228	0.02350378433
229	0.02345489604
230	0.02336046274
231	0.02324848531
232	0.02316865895
233	0.02309474631
234	0.02296451726
235	0.02292874128
236	0.02290011477
237	0.0228332015
238	0.02274827666
239	0.02271380779
240	0.02264197147
241	0.02260287537
242	0.0225218778
243	0.02248876318
244	0.02240664824
245	0.02236997027
246	0.02223305973
247	0.02220242991
248	0.02212255606
249	0.0220289833
250	0.02194702302
251	0.02191120519
252	0.02183528404
253	0.0217591165
254	0.02171463436
255	0.02159806198
256	0.02157893397
257	0.02155417331
258	0.02136773394
259	0.02125870325
260	0.02121113915
261	0.02116205627
262	0.02109324495
263	0.02099583291
264	0.02096987182
265	0.02093810258
266	0.02087621342
267	0.02077379016
268	0.02062994802
269	0.02057834656
270	0.02053212022
271	0.02035645905
272	0.02025952076
273	0.02019603481
274	0.02009853405
275	0.02001461765
276	0.01989547764
277	0.01983735103
278	0.01980652911
279	0.01968070297
280	0.01962107526
281	0.01958927296
282	0.01953460752
283	0.01947014966
284	0.01943699531
285	0.01938274504
286	0.01932013033
287	0.01929644316
288	0.01928393773
289	0.01924697362
290	0.01912385543
291	0.01905794602
292	0.01893491407
293	0.01887512998
294	0.01879639343
295	0.01877358276
296	0.01866696812
297	0.01856710664
298	0.01851587175
299	0.01842635116
300	0.01836192908
301	0.01833998185
302	0.01829089091
303	0.01814206725
304	0.01810652621
305	0.01800904484
306	0.01792559411
307	0.01790023783
308	0.01785660898
309	0.01784305404
310	0.01781888524
311	0.01778100618
312	0.01776953717
313	0.01773192075
314	0.01769349428
315	0.01766326906
316	0.01763840898
317	0.01758811921
318	0.01753319779
319	0.01748596487
320	0.01746588184
321	0.01742566282
322	0.01739198369
323	0.01734486625
324	0.01730359414
325	0.01726456798
326	0.01725348293
327	0.0172218391
328	0.0171796154
329	0.01711896919
330	0.01705734683
331	0.01700781899
332	0.01699024842
333	0.01687701354
334	0.0168041299
335	0.01675038508
336	0.01670063571
337	0.01666475924
338	0.01658339767
339	0.01655704319
340	0.01653444021
341	0.01652359839
342	0.01644296486
343	0.01642777594
344	0.01639528315
345	0.01635325108
346	0.01632206638
347	0.01625191538
348	0.01621071374
349	0.01618397323
350	0.01612310342
351	0.01609248839
352	0.01605524337
353	0.01602566681
354	0.01595486062
355	0.01586355751
356	0.01582050032
357	0.01576386456
358	0.01574733964
359	0.01573426484
360	0.01571072254
361	0.01569417124
362	0.01564240047
363	0.01559907813
364	0.01557688954
365	0.01553443036
366	0.01550986398
367	0.01549153093
368	0.01545177455
369	0.01541158453
370	0.01535357391
371	0.01530499564
372	0.01527609424
373	0.01521900837
374	0.01518967193
375	0.0151620119
376	0.01514249363
377	0.01512324161
378	0.01504611611
379	0.01500220018
380	0.0149569422
381	0.01491719646
382	0.01485686836
383	0.01484021066
384	0.01481691652
385	0.01480651539
386	0.0147966383
387	0.01473981028
388	0.01471991396
389	0.01469686524
390	0.01466696979
391	0.0146499976
392	0.01460498787
393	0.01458355364
394	0.01456964266
395	0.01453322378
396	0.01450098121
397	0.01447912274
398	0.01443246792
399	0.01440836221
400	0.01438113901
401	0.01432398602
402	0.01430116601
403	0.014286083
404	0.01425850587
405	0.01424353671
406	0.01422808012
407	0.01421190401
408	0.0141531926
409	0.01409461772
410	0.01404698448
411	0.01398980482
412	0.01394081145
413	0.013909475
414	0.01389125326
415	0.01380715355
416	0.01378455348
417	0.01376297875
418	0.01373000656
419	0.01370513418
420	0.01365668567
421	0.01363345645
422	0.0136154757
423	0.0135931237
424	0.01353233487
425	0.01351779118
426	0.01348116691
427	0.01345042947
428	0.01344023249
429	0.01342465358
430	0.01337906581
431	0.01335990057
432	0.01334775266
433	0.01332998788
434	0.01329598124
435	0.01328562469
436	0.01326109704
437	0.01319257294
438	0.01317194881
439	0.01315647882
440	0.01310908518
441	0.01308657382
442	0.01301849637
443	0.0130079317
444	0.01296519837
445	0.01292198443
446	0.01290674424
447	0.01289217578
448	0.01285536419
449	0.01282964948
450	0.0128068368
451	0.01278833596
452	0.01277217885
453	0.01276281614
454	0.01271874912
455	0.01269507755
456	0.01266211607
457	0.01264317422
458	0.01259902616
459	0.01258292304
460	0.01255074319
461	0.0125407534
462	0.01253016464
463	0.0124989374
464	0.01247517941
465	0.01245510318
466	0.01242457922
467	0.01237000286
468	0.01234556962
469	0.01228801844
470	0.01223908074
471	0.01220744553
472	0.0121715826
473	0.01213270571
474	0.0121023166
475	0.01208931935
476	0.01206439386
477	0.01203704214
478	0.01202195527
479	0.01200227678
480	0.01196967777
481	0.01195294844
482	0.01190811773
483	0.01187936257
484	0.01185607569
485	0.01184618123
486	0.0118142886
487	0.01179411308
488	0.01177154187
489	0.0117419132
490	0.01173154055
491	0.01170375779
492	0.01168907816
493	0.01167400048
494	0.01165620974
495	0.01162304229
496	0.01157920478
497	0.01152371483
498	0.01151221564
499	0.01149840097
500	0.01145884981
501	0.0114337353
502	0.01140723936
503	0.01139174005
504	0.0113917279
505	0.01139170664
506	0.01139170574
507	0.01139168873
508	0.01136314023
509	0.01134469165
510	0.01132757757
511	0.01129325347
512	0.01127996811
513	0.01126729159
514	0.01124216835
515	0.01122235222
516	0.01119077978
517	0.01117846848
518	0.01117137776
519	0.01115673749
520	0.01114149969
521	0.01108731205
522	0.01106483636
523	0.01104571587
524	0.01102442946
525	0.01098343306
526	0.01096918339
527	0.01094391699
528	0.01093150548
529	0.01091270663
530	0.01087301222
531	0.01086291673
532	0.01084667352
533	0.01079382998
534	0.01075258415
535	0.01074437614
536	0.01073265498
